athlete_id,firstname,lastname,age,gender,country,height,arm_span,paraclimbing_sport_class,birthday
4480,Zoran,PEJKOVSKI,,male,MKD,,,,
4481,Spiridon,GEZERLIS,,male,GRE,,,,
4479,Athanasios,HTENAS,,male,GRE,,,,
4467,Daniel,ANDRADA JIMENEZ,,male,ESP,,,,
4468,Mathieu,DUTRAY,,male,FRA,,,,
4482,Goran,KUZMANOVSKI,,male,MKD,,,,
4483,Martin,TRAJKOVSKI,,male,MKD,,,,
4471,Ludovic,LAURENCE,,male,FRA,,,,
4470,Alexandre,CHABOT,,male,FRA,,,,
4474,Riccardo,SCARIAN,,male,ITA,,,,
4472,Cristian,BRENNA,,male,ITA,,,,
4488,Isabelle,ROCHE,,female,FRA,,,,
4490,Sophie,HEURTEAUX,,female,FRA,,,,
4489,Soléne,RYO,,female,FRA,,,,
4487,Estelle,PARDO,,female,FRA,,,,
4491,Vanessa,TAYLOR,,female,FRA,,,,
4492,Mélaine,RUBIO,,female,FRA,,,,
4493,Monica,ZEILEMAKER,,female,NED,,,,
4494,Audrey,RAMIS,,female,FRA,,,,
4485,Kim,ANTHONI,,female,BEL,,,,
4495,Myrtille,GUIGUET,,female,FRA,,,,
4497,Hoshiko,NAGAKAI,,female,JPN,,,,
4484,Vera,KOTASOVA-KOSTRUHOVA,,female,CZE,,,,
4496,Mirella,FRATI,,female,ITA,,,,
4501,Valérie,CHAUVET,,female,FRA,,,,
4498,Juliette,DESCHAMPS,,female,FRA,,,,
4500,Florence,GAS,,female,FRA,,,,
4499,Laurence,DOULAT,,female,FRA,,,,
4486,Martina,CUFAR,,female,SLO,,,,
4502,Lucio,GIUDICI,,male,ITA,,,,
4503,Julien,MERAL,,male,FRA,,,,
4505,Rafael,CABANE,,male,FRA,,,,
4509,Laurent,LAGARIGUES,,male,FRA,,,,
4506,Gabriel,PONT,,male,FRA,,,,
4507,Frédéric,NOE,,male,FRA,,,,
4508,Yohann,DARD,,male,FRA,,,,
4511,Nicolas,PINIER,,male,FRA,,,,
4512,Jean Baptiste,JOURJON,,male,FRA,,,,
4510,Pierre,HARBOURG,,male,FRA,,,,
4504,François,AUCLAIR,,male,FRA,,,,
4515,Radovah,SOUCEK,,male,CZE,,,,
4517,Luc,DAURES,,male,FRA,,,,
4518,Laurent,BOUDIER,,male,FRA,,,,
4516,Emmanuel,LAURENCE,,male,FRA,,,,
4513,Benoit,SABTHIER,,male,FRA,,,,
4514,Jonathan,PHILIPPE,,male,FRA,,,,
4519,Alexandre,BRECHET,,male,FRA,,,,
4521,Marco,BUSSU,,male,ITA,,,,
4522,Gael,GUENNEBAUD,,male,FRA,,,,
4523,Sylvain,MALLET,,male,FRA,,,,
4520,Laurent,FILOCHE,,male,FRA,,,,
4525,Elliot,BLOCH,,male,USA,,,,
4524,Arnaud,BOULET,,male,FRA,,,,
4526,Daniele,TAVOLA,,male,ITA,,,,
4527,Jérome,LOUVET,,male,FRA,,,,
4534,Eva,TUSAR,,female,SLO,,,,
4528,Jimmy,AUNET,,male,FRA,,,,
4531,Natalia,NOVIKOVA,,female,RUS,,,,
4536,Josune,BERECIARTU URRUZOLA,,female,ESP,,,,
4537,Isabelle,BIHR,,female,FRA,,,,
4538,Iwona,GRONKIEWICZ-MARCISZ,,female,POL,,,,
4539,Cécile,MARTHA,,female,FRA,,,,
4541,Carole,PETRIGNET,,female,FRA,,,,
4544,Lenka,TRNKOVA,,female,CZE,,,,
4545,Stéphanie,LOUIS,,female,SUI,,,,
4546,Irina,ROUIGA,,female,RUS,,,,
4532,Renata,PISZCZEK,,female,POL,,,,
4547,Sylvie,NAGYOVA,,female,CZE,,,,
4548,Rebecca,ALLEN,,female,GBR,,,,
4530,Liv,SANSOZ,,female,FRA,,,,
4533,Annatina,SCHULTZ,,female,SUI,,,,
4529,Stéphanie,BODET,,female,FRA,,,,
4540,Elena,OVTCHINNIKOVA,,female,USA,,,,
4543,Gerda,RAFFETSEDER,,female,AUT,,,,
4542,Olena,KRYVONIS,,female,UKR,,,,
4550,Rie,KIMURA,,female,JPN,,,,
4551,Katarina,CINTALOVA,,female,SVK,,,,
4555,Anne,ARRAN,,female,GBR,,,,
4556,Helene Belle,LASZLO,,female,NOR,,,,
4553,Esther,CRUZ MONTALBAN,,female,ESP,,,,
4557,Marianne,BLOM BRODERSEN,,female,NOR,,,,
4558,Abigail,MAY,,female,GBR,,,,
4535,Alexandra,EYER,,female,SUI,,,,
4559,Ulla,WALDER,,female,ITA,,,,
4549,Luisa,IOVANE,,female,ITA,,,,
4561,Lou,WALLIN,,female,SWE,,,,
4562,Sasa,TRUDEN,,female,SLO,,,,
4564,Claire,SARRE,,female,FRA,,,,
4563,Giulia,GIAMMARCO,,female,ITA,,,,
4554,Berta,MARTIN SANCHO,,female,ESP,,,,
4565,Zosia,PODGORBOUNSKIKH,,female,RUS,,,,
4552,Zuzana,CINTALOVA,,female,SVK,,,,
4566,Ruth,PLANNELS,,female,ESP,,,,
4567,Sandrine,VAN LANDEGHEM,,female,FRA,,,,
4568,Nuria,MARTI,,female,ESP,,,,
4569,Veronique,BATOUX,,female,FRA,,,,
4570,Alexandra,GONTCHAR,,female,RUS,,,,
4571,Natalia,MINAEVA,,female,RUS,,,,
4572,Marina,MALAMID,,female,RUS,,,,
4560,Linn Karin,STENDAL,,female,NOR,,,,
4579,Mikhail,UMNITSYN,,male,RUS,,,,
4578,Paul,DEWILDE,53.0,male,FRA,,,,1970-10-10
4588,Marek,HAVLIK,,male,CZE,,,,
4573,Olga,ZAKHAROVA,,female,UKR,,,,
4589,Yannick,BERGER,,male,FRA,,,,
4590,Luigi,BILLORO,,male,ITA,,,,
4577,Simon,FASNACHT WANDELER,50.0,male,SUI,,,,1974-09-28
4576,Yevgen,KRYVOSHEYTSEV,,male,UKR,,,,
4583,Peter,BOSMA,,male,SWE,,,,
4591,Martin,FELIX,,male,SUI,,,,
4575,Maksym,PETRENKO,,male,UKR,,,,
4592,Tomaz,VALJAVEC,,male,SLO,,,,
4574,Bernardino,LAGNI,,male,ITA,,,,
4581,Tomasz,OLEKSY,48.0,male,POL,,,,1976-09-14
4594,Urs,SCHÖNENBERGER,,male,SUI,,,,
4593,François,LEGRAND,54.0,male,FRA,,,,1970-01-01
4580,David,CAUDE,,male,FRA,,,,
4582,Matej,SOVA,,male,SLO,,,,
4584,Igor,GUSAK,,male,UKR,,,,
4595,Marek,REPCIK,,male,SVK,,,,
4586,Christian,BINDHAMMER,,male,GER,,,,
4585,Casper,TEN SIJTHOFF,,male,NED,,,,
4587,Vadim,VINOKUR,,male,USA,,,,
4596,Luka,ZAZVONIL,,male,SLO,,,,
4598,Marcin,WROBEL,,male,POL,,,,
4601,Reinhard,FICHTINGER,,male,AUT,,,,
4597,Andreas,BINDHAMMER,,male,GER,,,,
4603,Radim,NOSEK,,male,CZE,,,,
4599,Thomas,ACHERMANN,,male,SUI,,,,
4607,Richard,BINGHAM,,male,GBR,,,,
4604,Said,BELHAJ,,male,SWE,,,,
4606,Rene,GUTMAN,,male,AUT,,,,
4608,Guy,DIXON,,male,GBR,,,,
4609,Ferdinand,SCHULTE,,male,NED,,,,
4600,Iouri,DOULOUB,,male,RUS,,,,
4610,Atsushi,SAGA,,male,JPN,,,,
4605,Arnaud,CEINTRE,,male,FRA,,,,
4611,Lukasz,MÜLLER,,male,POL,,,,
4615,Max,BOHOLM,,male,SWE,,,,
4617,Vegard,AKSNES,,male,NOR,,,,
4614,Stefan,PETTERSON,,male,SWE,,,,
4616,Anders,LANZ,,male,SWE,,,,
4618,Serguei,NOURMAMATOV,,male,RUS,,,,
4612,Jan Fredrick,PRYTZ,,male,NOR,,,,
4613,Dan,ARCHAMBAULT,,male,CAN,,,,
4602,Aljosa,GROM,,male,SLO,,,,
4619,Igor,PILIOUGINE,,male,RUS,,,,
4622,Raphaël,LACHAT,,male,SUI,,,,
4623,Neil,TRAVERS,,male,GBR,,,,
4620,Petro,MARKEVYCH,,male,UKR,,,,
4621,Dennis,TEIJSSE,,male,NED,,,,
4624,Joseba,SAIZ,,male,ESP,,,,
4625,Stuart,LITTLEFAIR,,male,GBR,,,,
4626,Arpad,CSEKO,,male,HUN,,,,
4629,Bernhard,FIEDLER,,male,AUT,,,,
4627,Paul,MAY,,male,USA,,,,
4628,Alexandre,KOVALEVSKJ,,male,RUS,,,,
4630,Alexandre,CHAOULSKY,,male,RUS,,,,
4632,Vladimir,ZAKHAROV,,male,UKR,,,,
4634,Alexei,GADEEV,,male,RUS,,,,
4631,Iakov,SOUBBOTINE,,male,RUS,,,,
4637,Tanja,BAUER,,female,GER,,,,
4635,Alexandre,SERGEYEV (LIACHENKO),,male,RUS,,,,
4639,Lisa,LAGE,,female,USA,,,,
4638,Nicola,HAAGER,,female,GER,,,,
4633,Vladislav,BARANOV,,male,RUS,,,,
4640,Elodie,GIROUX,,female,FRA,,,,
4641,Yolanda,SWIERSTRA,,female,NED,,,,
4642,Kazumi,WATATUKI,,female,JPN,,,,
4645,Thorsten,NEUHAUS,,male,GER,,,,
4636,Leire,AGUIRRE,,female,ESP,,,,
4647,Diego,LAMPUGNANI,,male,SUI,,,,
4653,Annika,BERGQVIST,,female,SWE,,,,
4652,Céline,HURTADO,,female,FRA,,,,
4651,Akiko,OOIWA,,female,JPN,,,,
4654,Hiroshi,OKANO,,male,JPN,,,,
4657,Vincent,DE GIROLAMO,,male,FRA,,,,
4655,Jérome,CECCALDI,,male,FRA,,,,
4659,Hugo,ALLARD,,male,FRA,,,,
4660,Daniel,AFONSO,,male,FRA,,,,
4658,Yuri,GADENZ,,male,ITA,,,,
4648,Marko,ROZMAN,,male,CRO,,,,
4646,Christian,BENK,,male,GER,,,,
4649,Theodoros,KONSTANDAKOPULOS,,male,GER,,,,
4650,Robin,MISSON,,male,FRA,,,,
4643,Evgeny,OVCHINNIKOV,,male,RUS,,,,
4656,Olivier,CHAU-UHU,,male,FRA,,,,
4661,Jocelyn,LOUBRIAT,,male,FRA,,,,
4644,Karsten,BOROWKA,,male,GER,,,,
4662,Oleg,MOROZKINE,,male,RUS,,,,
4663,Claudia,SALVADORI,,female,ITA,,,,
4666,Stefano,GHIDINI,,male,ITA,,,,
4664,Sara,PERENZONI,,female,ITA,,,,
4667,Matteo,BRESCIANI,,male,ITA,,,,
4669,Nastja,GUZZI,,female,SLO,,,,
4665,Chris,SHARMA,,male,USA,,,,
4668,Attilio,MUNARI,,male,ITA,,,,
4670,Barbara,SCHRANZ,,female,AUT,,,,
4673,Jenny,FÖRANDER,,female,SWE,,,,
4672,Akiko,WATAHIKI,,female,JPN,,,,
4675,Eleonora,VAN DER PUTTEN,,female,NED,,,,
4679,Davide,ZAVAGNIN,,male,ITA,,,,
4678,Clément,CHABAUD,,male,FRA,,,,
4674,Emma,HAWKE,,female,NZL,,,,
4676,Steve,MC CLURE,,male,GBR,,,,
4680,Giacomo,COMINOTTI,,male,ITA,,,,
4683,Mathias,SCHIESTL,,male,AUT,,,,
4681,Matthias,SCHMIDL,,male,ITA,,,,
4677,Dai,KOYAMADA,,male,JPN,,,,
4682,Yannick,LEGRAND,,male,FRA,,,,
4685,Matthias,TROTTMANN,,male,SUI,,,,
4684,Patrick,COENEN,,male,NED,,,,
4686,Olaw,MAINARDI,,male,ITA,,,,
4688,Giovanna,PASSERINI,,female,ITA,,,,
4687,Elsa,FONTANEZ,,female,FRA,,,,
4693,Marco,NESCATELLI,,male,ITA,,,,
4692,Aymeric,CLOUET,,male,FRA,,,,
4694,Tan,BEN,,male,SGP,,,,
4691,Jörg,ANDREAS,,male,GER,,,,
4695,Bin Mohd Yusof,MOHD YAZID,,male,SGP,,,,
4696,Choo Hian,YAM,,male,SGP,,,,
4697,Sandr Van,LANDEGHEM,,female,FRA,,,,
4698,Bai-Le,HUANG,,female,TPE,,,,
4700,Sarah,LAGOFFUN,,female,FRA,,,,
4704,Julien,LOSTE,,male,FRA,,,,
4703,Mariana,ENE,,female,ROU,,,,
4705,Pablo,BARBERO ALFONSO,,male,ESP,,,,
4699,Emilie,VERDIER,,female,FRA,,,,
4701,Tam,LAYCOCK,,female,USA,,,,
4706,Martin,DECKER,,male,GER,,,,
4690,Fabien,DUGIT,,male,FRA,,,,
4689,Hiu Ying,LIU,,female,HKG,,,,
4707,Adam,DEWHURST,,male,GBR,,,,
4709,Andres,FAJARDO,,male,COL,,,,
4710,Fréderic,MAIK,,male,FRA,,,,
4708,Pierre Eric,GOUDAL,,male,FRA,,,,
4711,Jitka,KUHNGABEROVA,,female,CZE,,,,
4714,Ales,STROJAN,,male,SLO,,,,
4712,Jana,OMAN,,female,SLO,,,,
4715,Ivaylo,KRASTEV,,male,BUL,,,,
4713,Franci,JENSTERLE,,male,SLO,,,,
4717,Uros,PERKO,,male,SLO,,,,
4718,Tomas,LUNDGREN,,male,SWE,,,,
4702,Olena,OSTAPENKO,,female,UKR,,,,
4721,Hyun-Jung,KIM,,female,KOR,,,,
4722,Katrin,SEDLMAYER,,female,GER,,,,
4725,Myong-Hak,KIM,,male,KOR,,,,
4727,Sarah,SEEGER,,female,GER,,,,
4719,Mi-Sun,GO,,female,KOR,,,,
4728,Katrin,BRADY,,female,GER,,,,
4729,Anton,LAMPRECHT,,male,GER,,,,
4730,Ingo,WALDE,,male,GER,,,,
4720,Marietta,UHDEN,,female,GER,,,,
4731,Sung-Shi,KIM,,female,KOR,,,,
4733,Dong-Sik,KIM,,male,KOR,,,,
4736,Olga,EVSTIGNEEVA,,female,RUS,,,,
4723,Damaris,KNORR,,female,GER,,,,
4724,Roman,FELIX,,male,SUI,,,,
4734,Kyu-Bog,CHO,,male,KOR,,,,
4735,Kseniia,ALEKSEEVA,,female,RUS,,,,
4726,Matthias,MÜLLER,,male,SUI,,,,
4737,Ekaterina,BOYARSKIKH ,,female,RUS,,,,
4739,Olena,SHEREMETYEVA,,female,UKR,,,,
4740,Oleksandra,BUD GUSAIM,,female,UKR,,,,
4742,Jessica,MORANDI,,female,ITA,,,,
4743,Anna,KOLOKOVSKA,,female,UKR,,,,
4732,Joung-Mi,KIM,,female,KOR,,,,
4716,Klemen,BECAN,,male,SLO,,,,
4741,Anastasiya,SAVISKO,,female,UKR,,,,
4744,Ivan,NOVIKOV,,male,RUS,,,,
4745,Lukasz,SWIRK,,male,POL,,,,
4746,Maksym,OSIPOV,,male,UKR,,,,
4738,Sara,MORANDI,,female,ITA,,,,
4747,Oleksiy,YURKO,,male,UKR,,,,
4748,Josmar,NIEVES,,male,VEN,,,,
4749,Jakub,POCIECHA,,male,POL,,,,
4754,Gyula,JUHASZ,,male,HUN,,,,
4750,Hubert,STYLA,,male,POL,,,,
4752,Máté,GÁL,,male,HUN,,,,
4753,Salah,BOULBAHAIEM,,male,BEL,,,,
4759,Samantha,BERRY,,female,AUS,,,,
4760,Manon,CHAPET,,female,FRA,,,,
4762,Magali,HAYEN,,female,BEL,,,,
4765,Malin,HOLMBERG,,female,SWE,,,,
4751,Bence,GÁL,,male,HUN,,,,
4767,Zoë,MAIRE,,female,SUI,,,,
4755,Alex,JOHNSON,,female,USA,,,,
4757,Maud,ANSADE,,female,FRA,,,,
4766,Channah,BRANDSEMA,,female,NED,,,,
4756,Olga,SHALAGINA,,female,UKR,,,,
4768,Marine,DELPIERRE,,female,FRA,,,,
4770,Claudia,BATTAGLIA,,female,ITA,,,,
4769,Morgane,AVELINE,,female,FRA,,,,
4758,Alexandra,BALAKIREVA,,female,RUS,,,,
4772,Elena,CHIAPPA,,female,ITA,,,,
4771,Egle,KIRDULYTE,,female,LTU,,,,
4761,Anna,GALLYAMOVA,,female,RUS,,,,
4763,Diane,MERRICK,,female,GBR,,,,
4764,Manuela,SIGRIST,,female,SUI,,,,
4775,Remo,SOMMER,,male,SUI,,,,
4779,Antoine,VANDEPUTTE,,male,FRA,,,,
4780,Michele,CAMINATI,,male,ITA,,,,
4777,Markus,HOPPE,,male,GER,,,,
4773,Loïc,GAIDIOZ,,male,FRA,,,,
4774,Stewart,WATSON,,male,GBR,,,,
4785,Philippe,ALLENSPACH,,male,SUI,,,,
4784,Baptiste,NOMINE,,male,FRA,,,,
4789,Bruno,MACIAS MATUTANO,,male,ESP,,,,
4782,Olivier,LEBRETON,,male,FRA,,,,
4776,Mykhaylo,SHALAGIN,44.0,male,UKR,,,,1980-01-11
4788,Stanislav,KLESHNOV,41.0,male,UKR,,,,1983-05-15
4790,Benoit,HEINTZ,,male,FRA,,,,
4781,Francois,KAISER,,male,FRA,,,,
4792,Emanuel,MOOSBURGER,,male,AUT,,,,
4791,Zach,LERNER,,male,USA,,,,
4793,Niccolo',CERIA,,male,ITA,,,,
4778,Lucas,PRETI,,male,ITA,,,,
4794,Luca,BALTENSPERGER,,male,SUI,,,,
4783,Akito,MATSUSHIMA,,male,JPN,,,,
4786,Fabien,COMINA,,male,FRA,,,,
4797,Geir,SÖDERIN,,male,SWE,,,,
4798,Bruno,VACKA,,male,CRO,,,,
4787,Martin,JAGGI,,male,SUI,,,,
4799,Bastien,GERLAND,,male,FRA,,,,
4800,Athanasios,CHTENAS,,male,GRE,,,,
4796,Jonathan,PARTRIDGE,,male,GBR,,,,
4804,Didier,HOARAU,,male,FRA,,,,
4805,Adam,JEEWOOTH,,male,GBR,,,,
4802,Jacopo,LARCHER,,male,ITA,,,,
4807,Ondrej,NEVELIK,,male,CZE,,,,
4806,Marc,EDWARDS,,male,AUS,,,,
4808,Jakub,KOVACIK,,male,SVK,,,,
4803,Ignacio,SANCHEZ GONZÁLEZ,,male,ESP,,,,
4810,Matej,SVUB,,male,SVK,,,,
4809,Mikhail,GOGOL,,male,RUS,,,,
4795,Jure,BECAN,,male,SLO,,,,
4811,Bogdan,MICU,,male,ROU,,,,
4812,Theodoros,KONSTANTAKOPOULOS,,male,GRE,,,,
4813,Adrian,MARGEA,,male,ROU,,,,
4815,Mirka,KRAJCIOVA,,female,SVK,,,,
4801,Ondrej,SVUB,,male,SVK,,,,
4814,Thirza,CARPENTER,,female,CAN,,,,
4817,Radka,PETKOVA,,female,BUL,,,,
4816,Szilvia,VARGA,,female,HUN,,,,
4818,Edward,FEEHALLY,,male,GBR,,,,
4821,Juraj,REPAN,,male,SVK,,,,
4820,Joakim,BERGLUND,,male,SWE,,,,
4822,Peter,PUTZ,,male,AUT,,,,
4825,Matus,KOSTKA,,male,SVK,,,,
4826,Stefan,AVRAMOV,,male,BUL,,,,
4823,Vitalii,LAGUTIN,,male,UKR,,,,
4828,István,ÁGH,,male,HUN,,,,
4829,Arian,BOSZOTTA,35.0,male,AUT,,,,1989-04-08
4830,Francesca,METCALF,,female,USA,,,,
4831,Audrey,GAWRYCH,,female,USA,,,,
4832,Chauncenia,COX,,female,USA,,,,
4824,Daniel,ANDERSSON,,male,SWE,,,,
4827,Laurenz,RUDIGIER,,male,AUT,,,,
4833,Amanda,BEREZOWSKI,,female,CAN,,,,
4819,Blagovest,LAZAROV,,male,BUL,,,,
4834,Isabelle,FAUS,,female,USA,,,,
4835,Taylor,CLARKIN,,female,USA,,,,
4836,Amy,LIPSCHULTZ,,female,USA,,,,
4837,Holly,REID,,female,CAN,,,,
4838,Selena,WONG,,female,CAN,,,,
4840,Robert,D'ANASTASIO,,male,USA,,,,
4839,Paul,ROBINSON,,male,USA,,,,
4841,Gabor,SZEKELY,,male,HUN,,,,
4842,Shinpei,HASEGAWA,,male,JPN,,,,
4843,Adam,MARKERT,,male,USA,,,,
4845,Ryan,OLSON,,male,USA,,,,
4846,Nicolas,SHERMAN CUEVO,,male,COL,,,,
4844,Christopher,WEBB-PARSONS,,male,AUS,,,,
4849,Alex,JOHNSON,,male,USA,,,,
4847,Terry,PAHOLEK,,male,CAN,,,,
4850,Ian,DORY,,male,USA,,,,
4848,Yves,GRAVELLE,,male,CAN,,,,
4852,Felipe,CAMARGO,,male,BRA,,,,
4851,Dustin,CURTIS,,male,CAN,,,,
4853,Tash Clemens,ZIELINSKI,,male,CAN,,,,
4856,Justin,JONES,,male,CAN,,,,
4854,Fumihiro,OYAMA,,male,JPN,,,,
4855,Carlos Augusto,GOUVEIA,,male,BRA,,,,
4858,Larysa,MALYZHENKAVA,,female,BLR,,,,
4857,Olga,MOROZKINA,,female,RUS,,,,
4859,Maria,BELOMESTNOVA,,female,RUS,,,,
4860,Olga,KULISH,,female,UKR,,,,
4862,Alena,DEMKO,,female,BLR,,,,
4861,Ksenia,SDOBNIKOVA,,female,RUS,,,,
4863,Anna,MYLNIKOVA,,female,RUS,,,,
4865,Sergei,SHAFEROV,,male,BLR,,,,
4866,Victor,KOZLOV,,male,RUS,,,,
4867,Alexandr,NIKOLAEV,,male,RUS,,,,
4869,Vladimir,MUSICH,,male,RUS,,,,
4868,Andrei,NIKIFARAVETS,49.0,male,BLR,,,,1974-11-22
4871,Kirill,DYAKONOV ,,male,RUS,,,,
4872,Yegor,MATVEENKO,,male,RUS,,,,
4870,Konstantin,SAVELYEV,,male,RUS,,,,
4873,Sergey,IVANOV,,male,RUS,,,,
4874,Denis,ZHENDINSKIY,40.0,male,KAZ,,,,1984-05-11
4876,Artem,GALUSHKO,,male,RUS,,,,
4875,Evgeniy,CHERNYSHEV,,male,RUS,,,,
4879,Alexander,MASLOV,,male,RUS,,,,
4878,Alexey,ILIN,,male,RUS,,,,
4880,Alexander,VASILETS,,male,BLR,,,,
4881,Dmitry,SARAPAEV,,male,RUS,,,,
4882,Zufar,NIGMANOV,,male,RUS,,,,
4883,Vaginak,SIREKANYAN,,male,RUS,,,,
4884,Evgeny,ASTASHKIN,,male,RUS,,,,
4864,Ivan,KAUROV,,male,RUS,,,,
4885,Valeriy,VOROBYEV,,male,RUS,,,,
4886,Pavlo,FOYGEL,,male,UKR,,,,
4887,Yaroslav,TOPAL,,male,UKR,,,,
4888,Egor,SKACHKOV,,male,RUS,,,,
4877,Jiacuo,SUOLANG,,male,CHN,,,,
4890,Sergey,SOKOLOV,32.0,male,RUS,,,,1992-04-27
4889,Alexey,ERIKOV,,male,RUS,,,,
4891,Rachel,NILWIK,40.0,female,NED,,,,1984-09-06
4892,Marianne,VERHAGE,,female,NED,,,,
4894,Marianne,VAN DER  STEEN,,female,NED,,,,
4893,Roelien,VAN DE VRIE,,female,NED,,,,
4896,Dirk,MOL,,male,NED,,,,
4899,Hans,BUSKER,,male,NED,,,,
4898,Olivier,MIGNON,,male,BEL,,,,
4901,Truong,NGO,,male,NED,,,,
4900,Pim,CATTENSTART,,male,NED,,,,
4904,Helen,HALDENBY,,female,GBR,,,,
4903,Katy,PIDDOCK,,female,GBR,,,,
4902,Benjamin,VIBERG,,male,DEN,,,,
4906,Kevin,LOPATA,,male,FRA,,,,
4895,Tomas Midtun,TOBIASSEN,,male,NOR,,,,
4908,James,GARDEN,,male,GBR,,,,
4907,Mark,CROXALL,,male,GBR,,,,
4909,Nigel,CALLENDER,,male,IRL,,,,
4910,Keith,BRADBURY,,male,GBR,,,,
4912,Sara,AVOSCAN,,female,ITA,,,,
4911,Andrew,POST,,male,CAN,,,,
4915,Woon-Seon,SHIN,,female,KOR,,,,
4914,Mariya,NIKOLAEVA,,female,RUS,,,,
4913,Julia,SERRIÈRE,,female,FRA,,,,
4919,Stephanie,TRABER,,female,FRA,,,,
4905,Gareth,PARRY,,male,GBR,,,,
4920,Kinga,OCIEPKA,,female,POL,,,,
4921,Helena,ALEMAN SOBRINO,,female,ESP,,,,
4925,Jessica,FAURE,,female,FRA,,,,
4924,Luisa,DEUBZER,,female,GER,,,,
4923,Agata,MODRZEJEWSKA,,female,POL,,,,
4927,Soho,LANGBEHN,,female,CHI,,,,
4917,Florence,PINET,,female,FRA,,,,
4916,Mathilde,BRUMAGNE,,female,BEL,,,,
4918,Amanda,ROHNER,,female,SUI,,,,
4928,Barbara,BÜSCHLEN,,female,SUI,,,,
4929,Julie,MICHELARD,,female,FRA,,,,
4931,Adeline,BONNACORSI,,female,FRA,,,,
4930,Marie,DA SILVA TORTOSA,,female,FRA,,,,
4922,Asja,GOSAR,,female,SLO,,,,
4932,Malgorzata,RUDZINSKA,,female,POL,,,,
4935,Fabrice,LANDRY,,male,FRA,,,,
4926,Irati,ANDA VILLANUEVA,,female,ESP,,,,
4938,Stanislav,POPLAVSKIY,,male,RUS,,,,
4936,Kevin,AGLAE,,male,FRA,,,,
4939,Gabriel,JOSSERON,,male,FRA,,,,
4933,Alexander,KALINA,,male,RUS,,,,
4940,Tatsumi,NITTA,,male,JPN,,,,
4941,Jesus Alberto,GONZALEZ ABARCA,,male,CHI,,,,
4944,Erik,GRANDELIUS,,male,SWE,,,,
4943,Daniel,MORENO DE LOS HUERTO,,male,ESP,,,,
4942,Daisuke,KONISHI,,male,JPN,,,,
4934,Shinta,OZAWA,,male,JPN,,,,
4947,Reinaldo,CAMACHO,,male,VEN,,,,
4948,Nicola,DE MATTIA,,male,ITA,,,,
4937,Kazuma,WATANABE,,male,JPN,,,,
4949,Filip,BABICZ,,male,POL,,,,
4951,Thibaut,MAURON,,male,SUI,,,,
4950,Silvio,REFFO,,male,ITA,,,,
4953,Yoann,LE COUSTER,,male,FRA,,,,
4952,Andres,QUINTEROS,,male,ECU,,,,
4955,Joakim,EL ANHARI,,male,FRA,,,,
4954,Emilien,JOBERT,,male,FRA,,,,
4957,Michel,SIROTTI,,male,ITA,,,,
4956,Vincent,CHAVOT,,male,FRA,,,,
4945,Lukas,KÖB,,male,AUT,,,,
4959,Baptiste,MICHAUX,,male,FRA,,,,
4958,Clement,CAILLEUX,31.0,male,FRA,,,,1993-08-31
4946,Rudi,MORODER,,male,ITA,,,,
4961,Alisa,GEL'FER,,female,UKR,,,,
4963,Isabell,HAAG,,female,GER,,,,
4962,Katherine,MILLS,,female,GBR,,,,
4965,David,SATANEK,,male,SVK,,,,
4966,Silviu,CORCIOVEI,,male,ROU,,,,
4967,Björn,STRÖMBERG,39.0,male,SWE,,,,1985-03-29
4968,Dejan,VALEK,,male,SRB,,,,
4969,Maximilian,PORSCHA,,male,GER,,,,
4971,Gianluca,SIROTTI,,male,ITA,,,,
4960,Matilda,SÖDERLUND,32.0,female,SWE,,,,1992-05-21
4973,Sarah,SCHÜTZENBERGER,,female,GER,,,,
4972,Jan,MODRZEJEWSKI,,male,POL,,,,
4970,Florian,BÖBEL,,male,GER,,,,
4977,Christian,FEISTMANTL,,male,AUT,,,,
4964,Magnus,HÖGSTRÖM,,male,SWE,,,,
4975,Samuel,ADOLPH,,male,GER,,,,
4974,Elena,BRUNNER,,female,AUT,,,,
4978,Franz,SCHMIDTLEIN,,male,GER,,,,
4979,Francesco,CARTA,,male,ITA,,,,
4981,Markus,GRÜNEBACH,,male,GER,,,,
4983,Xiaotong,GUAN,,female,CHN,,,,
4986,Wangmu,GESANG,,female,CHN,,,,
4985,Weiling,YANG,,female,CHN,,,,
4987,Changzhong,LIU,,male,CHN,,,,
4976,Peter,WÜRTH,,male,GER,,,,
4980,Imashi,HASHIMOTO,,male,JPN,,,,
4984,Yang,WANG,,female,CHN,,,,
4989,Xiangyang,YE,,male,CHN,,,,
4990,Yuhang,ZHANG,,male,CHN,,,,
4994,Minyoung,HA,,female,KOR,,,,
4993,Youn A,KIM,34.0,female,KOR,,,,1990-04-05
4982,Chunhua,LI,,female,CHN,,,,
4991,Azumi,IIDA,,female,JPN,,,,
4988,Hiroki,TSUNODA,,male,JPN,,,,
4996,Younghee,KIM,,female,KOR,,,,
4995,Sarah,GILMOUR,,female,NZL,,,,
4999,Eunjoung,YANG,,female,KOR,,,,
4997,Amanda,SPEED,31.0,female,NZL,,,,1993-03-25
4992,Yuko,SAKAKIBARA,,female,JPN,,,,
4998,Hyojung,KIM,,female,KOR,,,,
5000,Youngsook,CHOI,,female,KOR,,,,
5001,Sakae,NAKAHARA,,male,JPN,,,,
